0	-1.	0.
0	0.	0.
0	1.	0.
1	-0.9994988729340807	-1.0014998706776964e-9
1	0	0
1	0.9994988729340807	1.0014998706776964e-9
2	-0.9989954834452076	-8.0239957227433e-9
2	0	0
2	0.9989954834452076	8.0239957227433e-9
3	-0.9984898190346879	-2.7121466459683875e-8
3	0	0
3	0.9984898190346879	2.7121466459683875e-8
4	-0.9979818671206276	-6.438385417466643e-8
4	0	0
4	0.9979818671206276	6.438385417466643e-8
5	-0.9974716150372909	-1.2593704122175012e-7
5	0	0
5	0.9974716150372909	1.2593704122175012e-7
6	-0.9969590500344544	-2.1794282403129208e-7
6	0	0
6	0.9969590500344544	2.1794282403129208e-7
7	-0.9964441592767556	-3.465988836181341e-7
7	0	0
7	0.9964441592767556	3.465988836181341e-7
8	-0.9959269298430345	-5.181387527305471e-7
8	0	0
8	0.9959269298430345	5.181387527305471e-7
9	-0.9954073487256705	-7.388317795872999e-7
9	0	0
9	0.9954073487256705	7.388317795872999e-7
10	-0.9948854028299107	-1.0149830881495906e-6
10	0	0
10	0.9948854028299107	1.0149830881495906e-6
11	-0.9943610789731958	-1.3529335348739585e-6
11	0	0
11	0.9943610789731958	1.3529335348739585e-6
12	-0.9938343638844767	-1.7590596618916535e-6
12	0	0
12	0.9938343638844767	1.7590596618916535e-6
13	-0.9933052442035254	-2.239773646559291e-6
13	0	0
13	0.9933052442035254	2.239773646559291e-6
14	-0.9927737064802407	-2.801523247324982e-6
14	0	0
14	0.9927737064802407	2.801523247324982e-6
15	-0.992239737173946	-3.450791745853477e-6
15	0	0
15	0.992239737173946	3.450791745853477e-6
16	-0.9917033226526817	-4.194097885353149e-6
16	0	0
16	0.9917033226526817	4.194097885353149e-6
17	-0.9911644491924904	-5.037995805047046e-6
17	0	0
17	0.9911644491924904	5.037995805047046e-6
18	-0.990623102976695	-5.989074970729478e-6
18	0	0
18	0.990623102976695	5.989074970729478e-6
19	-0.9900792700951716	-7.0539601013489925e-6
19	0	0
19	0.9900792700951716	7.0539601013489925e-6
20	-0.9895329365436139	-8.239311091557847e-6
20	0	0
20	0.9895329365436139	8.239311091557847e-6
21	-0.9889840882227914	-9.551822930167346e-6
21	0	0
21	0.9889840882227914	9.551822930167346e-6
22	-0.9884327109378008	-0.000010998225614447842
22	0	0
22	0.9884327109378008	0.000010998225614447842
23	-0.9878787903973105	-0.000012585284060211294
23	0	0
23	0.9878787903973105	0.000012585284060211294
24	-0.9873223122127968	-0.000014319798007613641
24	0	0
24	0.9873223122127968	0.000014319798007613641
25	-0.9867632618977743	-0.000016208601922613564
25	0	0
25	0.9867632618977743	0.000016208601922613564
26	-0.9862016248670188	-0.00001825856489402331
26	0	0
26	0.9862016248670188	0.00001825856489402331
27	-0.9856373864357809	-0.000020476590526086633
27	0	0
27	0.9856373864357809	0.000020476590526086633
28	-0.9850705318189958	-0.000022869616826518147
28	0	0
28	0.9850705318189958	0.000022869616826518147
29	-0.9845010461304818	-0.000025444616089937332
29	0	0
29	0.9845010461304818	0.000025444616089937332
30	-0.9839289143821334	-0.000028208594776630164
30	0	0
30	0.9839289143821334	0.000028208594776630164
31	-0.9833541214831059	-0.000031168593386570075
31	0	0
31	0.9833541214831059	0.000031168593386570075
32	-0.9827766522389926	-0.00003433168632862927
32	0	0
32	0.9827766522389926	0.00003433168632862927
33	-0.9821964913509942	-0.00003770498178491089
33	0	0
33	0.9821964913509942	0.00003770498178491089
34	-0.9816136234150782	-0.00004129562157013109
34	0	0
34	0.9816136234150782	0.00004129562157013109
35	-0.9810280329211344	-0.00004511078098598018
35	0	0
35	0.9810280329211344	0.00004511078098598018
36	-0.9804397042521175	-0.00004915766867038989
36	0	0
36	0.9804397042521175	0.00004915766867038989
37	-0.9798486216831848	-0.000053443526441634355
37	0	0
37	0.9798486216831848	0.000053443526441634355
38	-0.9792547693808241	-0.000057975629137190335
38	0	0
38	0.9792547693808241	0.000057975629137190335
39	-0.9786581314019734	-0.00006276128444728207
39	0	0
39	0.9786581314019734	0.00006276128444728207
40	-0.978058691693132	-0.00006780783274303498
40	0	0
40	0.978058691693132	0.00006780783274303498
41	-0.9774564340894629	-0.00007312264689916163
41	0	0
41	0.9774564340894629	0.00007312264689916163
42	-0.9768513423138864	-0.00007871313211110224
42	0	0
42	0.9768513423138864	0.00007871313211110224
43	-0.9762433999761657	-0.00008458672570654167
43	0	0
43	0.9762433999761657	0.00008458672570654167
44	-0.9756325905719815	-0.0000907508969512227
44	0	0
44	0.9756325905719815	0.0000907508969512227
45	-0.9750188974819999	-0.00009721314684897634
45	0	0
45	0.9750188974819999	0.00009721314684897634
46	-0.9744023039709291	-0.0001039810079358868
46	0	0
46	0.9744023039709291	0.0001039810079358868
47	-0.9737827931865689	-0.00011106204406850945
47	0	0
47	0.9737827931865689	0.00011106204406850945
48	-0.973160348158848	-0.0001184638502060583
48	0	0
48	0.973160348158848	0.0001184638502060583
49	-0.9725349517988549	-0.00012619405218647887
49	0	0
49	0.9725349517988549	0.00012619405218647887
50	-0.9719065868978564	-0.00013426030649632068
50	0	0
50	0.9719065868978564	0.00013426030649632068
51	-0.9712752361263085	-0.00014267030003432398
51	0	0
51	0.9712752361263085	0.00014267030003432398
52	-0.9706408820328564	-0.00015143174986863205
52	0	0
52	0.9706408820328564	0.00015143174986863205
53	-0.970003507043324	-0.00016055240298754208
53	0	0
53	0.970003507043324	0.00016055240298754208
54	-0.9693630934596952	-0.00017004003604370387
54	0	0
54	0.9693630934596952	0.00017004003604370387
55	-0.9687196234590819	-0.00017990245509167657
55	0	0
55	0.9687196234590819	0.00017990245509167657
56	-0.9680730790926859	-0.00019014749531875175
56	0	0
56	0.9680730790926859	0.00019014749531875175
57	-0.967423442284746	-0.00020078302076894917
57	0	0
57	0.967423442284746	0.00020078302076894917
58	-0.966770694831477	-0.00021181692406009302
58	0	0
58	0.966770694831477	0.00021181692406009302
59	-0.966114818399998	-0.00022325712609387138
59	0	0
59	0.966114818399998	0.00022325712609387138
60	-0.9654557945272486	-0.00023511157575878438
60	0	0
60	0.9654557945272486	0.00023511157575878438
61	-0.964793604618895	-0.0002473882496258834
61	0	0
61	0.964793604618895	0.0002473882496258834
62	-0.964128229948225	-0.00026009515163720167
62	0	0
62	0.964128229948225	0.00026009515163720167
63	-0.9634596516550311	-0.00027324031278677685
63	0	0
63	0.9634596516550311	0.00027324031278677685
64	-0.9627878507444834	-0.00028683179079416656
64	0	0
64	0.9627878507444834	0.00028683179079416656
65	-0.9621128080859889	-0.00030087766977035
65	0	0
65	0.9621128080859889	0.00030087766977035
66	-0.9614345044120419	-0.0003153860598759182
66	0	0
66	0.9614345044120419	0.0003153860598759182
