1 1 0 0 0.4 0 0.0101362 0.0101362 1 0.0101362 0.0101362 1 0.999106 0 0.138318 0 0.000122854 0 
1 1 0 0.002 0.4 0 0.0101362 0.0101362 1 0.0101362 0.0101362 1 0.367615 0 0.368144 0 0.367879 0 
1 1 0 0.004 0.4 0 0.0101362 0.0101362 1 0.0101362 0.0101362 1 0.367615 0 0.368144 0 0.367879 0 
1 1 0 0.008 0.4 0 0.0101362 0.0101362 1 0.0101362 0.0101362 1 0.367615 0 0.368144 0 0.367879 0 
1 1 0 0.016 0.4 0 0.0101362 0.0101362 1 0.0101362 0.0101362 1 0.367615 0 0.368144 0 0.367879 0 
1 1 0 0.026 0.4 0 0.0101364 0.0101362 0.999999 0.0101364 0.0101362 0.999999 0.367615 0 0.368144 0 0.367879 0 
1 1 0 0.036 0.4 0 0.0101372 0.0101364 0.999995 0.0101372 0.0101364 0.999995 0.367615 0 0.368144 0 0.367879 0 
1 1 0 0.046 0.4 0 0.0101395 0.0101369 0.999983 0.0101395 0.0101369 0.999983 0.367615 0 0.368144 0 0.367879 0 
1 1 0 0.056 0.4 0 0.0101451 0.0101381 0.999953 0.0101451 0.0101381 0.999953 0.367615 0 0.368144 0 0.367879 0 
1 1 0 0.0659998 0.4 0 0.0101564 0.0101405 0.999894 0.0101564 0.0101405 0.999894 0.367614 0 0.368145 0 0.367879 0 
1 1 0 0.0759993 0.4 0 0.0101771 0.0101448 0.999785 0.0101771 0.0101448 0.999785 0.367614 0 0.368145 0 0.367879 0 
1 1 0 0.0859979 0.4 0 0.0102121 0.0101522 0.999601 0.0102121 0.0101522 0.999601 0.367612 0 0.368147 0 0.367879 0 
1 1 0 0.0959941 0.4 0 0.0102676 0.0101639 0.999309 0.0102676 0.0101639 0.999309 0.36761 0 0.368149 0 0.367879 0 
1 1 0 0.105985 0.4 0 0.0103518 0.0101817 0.998868 0.0103518 0.0101817 0.998868 0.367607 0 0.368152 0 0.367879 0 
1 1 0 0.115964 0.4 0 0.0104744 0.0102075 0.998226 0.0104744 0.0102075 0.998226 0.367603 0 0.368156 0 0.367879 0 
1 1 0 0.125921 0.4 0 0.0106468 0.010244 0.997325 0.0106468 0.010244 0.997325 0.367597 0 0.368162 0 0.367879 0 
1 1 0 0.135843 0.4 0 0.0108823 0.0102939 0.996097 0.0108823 0.0102939 0.996097 0.367588 0 0.368171 0 0.367879 0 
1 1 0 0.145705 0.4 0 0.0111956 0.0103605 0.994472 0.0111956 0.0103605 0.994472 0.367576 0 0.368183 0 0.367879 0 
1 1 0 0.155473 0.4 0 0.0116018 0.0104473 0.992374 0.0116018 0.0104473 0.992374 0.367559 0 0.3682 0 0.367879 0 
1 1 0 0.165105 0.4 0 0.0121161 0.0105576 0.989736 0.0121161 0.0105576 0.989736 0.367537 0 0.368222 0 0.367879 0 
1 1 0 0.174546 0.4 0 0.0127514 0.0106947 0.986504 0.0127514 0.0106947 0.986504 0.367508 0 0.368251 0 0.367879 0 
1 1 0 0.183738 0.4 0 0.0135175 0.0108614 0.982645 0.0135175 0.0108614 0.982645 0.36747 0 0.368289 0 0.367879 0 
1 1 0 0.192625 0.4 0 0.0144198 0.0110594 0.978155 0.0144198 0.0110594 0.978155 0.367422 0 0.368337 0 0.367879 0 
1 1 0 0.20116 0.4 0 0.0154589 0.0112898 0.973054 0.0154589 0.0112898 0.973054 0.367361 0 0.368399 0 0.36788 0 
1 1 0 0.209312 0.4 0 0.0166314 0.0115527 0.967387 0.0166314 0.0115527 0.967387 0.367285 0 0.368475 0 0.36788 0 
1 1 0 0.217065 0.4 0 0.0179308 0.0118477 0.961214 0.0179308 0.0118477 0.961214 0.367192 0 0.368568 0 0.36788 0 
1 1 0 0.224423 0.4 0 0.0193495 0.0121742 0.9546 0.0193495 0.0121742 0.9546 0.367081 0 0.36868 0 0.36788 0 
1 1 0 0.2314 0.4 0 0.0208795 0.0125314 0.947611 0.0208795 0.0125314 0.947611 0.366948 0 0.368813 0 0.36788 0 
1 1 0 0.238019 0.4 0 0.0225136 0.0129187 0.940305 0.0225136 0.0129187 0.940305 0.366792 0 0.36897 0 0.36788 0 
1 1 0 0.244306 0.4 0 0.0242456 0.0133356 0.932735 0.0242456 0.0133356 0.932735 0.366609 0 0.369154 0 0.36788 0 
1 1 0 0.25029 0.4 0 0.0260703 0.013782 0.924947 0.0260703 0.013782 0.924947 0.366398 0 0.369367 0 0.36788 0 
1 1 0 0.256 0.4 0 0.027984 0.014258 0.916978 0.027984 0.014258 0.916978 0.366154 0 0.369612 0 0.36788 0 
1 1 0 0.261463 0.4 0 0.0299838 0.0147639 0.90886 0.0299838 0.0147639 0.90886 0.365876 0 0.369894 0 0.36788 0 
1 1 0 0.266704 0.4 0 0.0320679 0.0153001 0.900619 0.0320679 0.0153001 0.900619 0.365558 0 0.370215 0 0.36788 0 
1 1 0 0.271745 0.4 0 0.0342353 0.0158674 0.892278 0.0342353 0.0158674 0.892278 0.365197 0 0.370581 0 0.36788 0 
1 1 0 0.276606 0.4 0 0.0364854 0.0164667 0.883856 0.0364854 0.0164667 0.883856 0.364789 0 0.370995 0 0.36788 0 
1 1 0 0.281306 0.4 0 0.0388185 0.0170991 0.875367 0.0388185 0.0170991 0.875367 0.36433 0 0.371463 0 0.36788 0 
1 1 0 0.285862 0.4 0 0.0412352 0.0177657 0.866825 0.0412352 0.0177657 0.866825 0.363813 0 0.371991 0 0.36788 0 
1 1 0 0.290288 0.4 0 0.0437364 0.0184677 0.858242 0.0437364 0.0184677 0.858242 0.363233 0 0.372584 0 0.367881 0 
1 1 0 0.294597 0.4 0 0.0463238 0.0192069 0.849627 0.0463238 0.0192069 0.849627 0.362584 0 0.373251 0 0.367881 0 
1 1 0 0.298801 0.4 0 0.0489986 0.0199844 0.840991 0.0489986 0.0199844 0.840991 0.361859 0 0.373998 0 0.367881 0 
