inf,1.000000000000000000e+00
5.000000000000000000e+01,2.023398813530000173e-02
1.000000000000000000e+02,1.142481165319999964e-01
2.000000000000000000e+02,2.827895124879999944e-01
3.000000000000000000e+02,4.045063883630000134e-01
4.000000000000000000e+02,4.775873166149999793e-01
5.000000000000000000e+02,5.286277772909999673e-01
6.250000000000000000e+02,5.784984161559999505e-01
7.500000000000000000e+02,6.176853118270000387e-01
8.750000000000000000e+02,6.499460468709999938e-01
1.000000000000000000e+03,6.714183210159999637e-01
1.125000000000000000e+03,6.869758605929999762e-01
1.250000000000000000e+03,7.009710236099999658e-01
1.500000000000000000e+03,7.297946965129999963e-01
1.750000000000000000e+03,7.474493379369999690e-01
2.000000000000000000e+03,7.655530216100000507e-01
2.500000000000000000e+03,7.923095566919999833e-01
3.000000000000000000e+03,8.066117271270000222e-01
3.500000000000000000e+03,8.257863767190000148e-01
4.000000000000000000e+03,8.335757831979999644e-01
4.500000000000000000e+03,8.391995991739999994e-01
5.000000000000000000e+03,8.486349194090000436e-01
6.000000000000000000e+03,8.668094002809999532e-01
7.500000000000000000e+03,8.776073083959999854e-01
1.000000000000000000e+04,8.934190495449999547e-01
