inf,1.000000000000000000e+00
5.000000000000000000e+01,2.281350921849999991e-01
1.000000000000000000e+02,4.438118443390000056e-01
2.000000000000000000e+02,6.093050174280000286e-01
3.000000000000000000e+02,6.846338254599999562e-01
4.000000000000000000e+02,7.299368226479999722e-01
5.000000000000000000e+02,7.586685815450000536e-01
6.250000000000000000e+02,7.804077801190000274e-01
7.500000000000000000e+02,7.993906412419999885e-01
8.750000000000000000e+02,8.150556553269999727e-01
1.000000000000000000e+03,8.288802288729999468e-01
1.125000000000000000e+03,8.359468851889999552e-01
1.250000000000000000e+03,8.450711423040000447e-01
1.500000000000000000e+03,8.591387071570000256e-01
1.750000000000000000e+03,8.693967734169999462e-01
2.000000000000000000e+03,8.795669457550000514e-01
2.500000000000000000e+03,8.935570237569999685e-01
3.000000000000000000e+03,9.038541445669999730e-01
3.500000000000000000e+03,9.083248403389999615e-01
4.000000000000000000e+03,9.119516508839999869e-01
4.500000000000000000e+03,9.181342812449999613e-01
5.000000000000000000e+03,9.210202908750000361e-01
6.000000000000000000e+03,9.287896184589999882e-01
7.500000000000000000e+03,9.359097900489999899e-01
1.000000000000000000e+04,9.463517606739999533e-01
