inf,1.53764049575
0.02,6.40685300763e-16
0.03,6.40685300763e-16
0.04,6.40685300763e-16
0.05,6.40685300763e-16
0.06,6.40685300763e-16
0.07,6.40685300763e-16
0.08,6.40685300763e-16
0.09,6.40685300763e-16
0.1,6.40685300763e-16
0.11,6.40685300763e-16
0.12,6.40685300763e-16
0.13,6.40685300763e-16
0.14,6.40685300763e-16
0.15,6.40685300763e-16
0.16,6.40685300763e-16
0.17,6.40685300763e-16
0.18,6.40685300763e-16
0.19,6.40685300763e-16
0.2,6.40685300763e-16
0.21,6.40685300763e-16
0.22,6.40685300763e-16
0.23,6.40685300763e-16
0.24,6.40685300763e-16
