inf,1.000000000000000000e+00
5.000000000000000000e+01,2.023804820969999849e-02
1.000000000000000000e+02,1.083045863569999934e-01
2.000000000000000000e+02,2.738858627449999861e-01
3.000000000000000000e+02,3.960037418249999774e-01
4.000000000000000000e+02,4.814246887970000111e-01
5.000000000000000000e+02,5.374448351939999924e-01
6.250000000000000000e+02,5.875460151289999544e-01
7.500000000000000000e+02,6.309109933140000237e-01
8.750000000000000000e+02,6.561130021719999705e-01
1.000000000000000000e+03,6.766601987470000079e-01
1.125000000000000000e+03,7.013530475410000298e-01
1.250000000000000000e+03,7.117238488920000217e-01
1.500000000000000000e+03,7.423330469229999506e-01
1.750000000000000000e+03,7.597902107270000371e-01
2.000000000000000000e+03,7.786700629939999896e-01
2.500000000000000000e+03,8.004440679550000048e-01
3.000000000000000000e+03,8.222428420790000025e-01
3.500000000000000000e+03,8.333686916750000506e-01
4.000000000000000000e+03,8.449743944480000435e-01
4.500000000000000000e+03,8.565657486569999701e-01
5.000000000000000000e+03,8.609098887849999659e-01
6.000000000000000000e+03,8.723003428919999802e-01
7.500000000000000000e+03,8.885844726089999757e-01
1.000000000000000000e+04,8.990857123829999464e-01
