inf,1.000000000000000000e+00
5.000000000000000000e+01,2.367816587590000077e-01
1.000000000000000000e+02,4.279373170810000238e-01
2.000000000000000000e+02,5.986816662289999869e-01
3.000000000000000000e+02,6.775073614719999693e-01
4.000000000000000000e+02,7.174477638990000017e-01
5.000000000000000000e+02,7.504716158469999510e-01
6.250000000000000000e+02,7.747089871090000468e-01
7.500000000000000000e+02,7.947830818090000360e-01
8.750000000000000000e+02,8.083898101080000398e-01
1.000000000000000000e+03,8.228220895560000026e-01
1.125000000000000000e+03,8.333654459320000152e-01
1.250000000000000000e+03,8.399701645689999774e-01
1.500000000000000000e+03,8.551519400660000381e-01
1.750000000000000000e+03,8.666814763060000093e-01
2.000000000000000000e+03,8.736785537789999445e-01
2.500000000000000000e+03,8.852435625490000515e-01
3.000000000000000000e+03,8.980183431689999773e-01
3.500000000000000000e+03,9.075961553319999986e-01
4.000000000000000000e+03,9.117934348820000423e-01
4.500000000000000000e+03,9.155602186169999879e-01
5.000000000000000000e+03,9.191630958419999553e-01
6.000000000000000000e+03,9.258294437709999603e-01
7.500000000000000000e+03,9.351777610200000534e-01
1.000000000000000000e+04,9.439823195819999624e-01
